Country,year,remittances
Ireland,2005,365
Israel,2005,402
Italy,2005,2398
Jamaica,2005,1783
Japan,2005,1080
Jordan,2005,2500
Kazakhstan,2005,176
Kenya,2005,494.34
Kiribati,2005,7
"Korea, Dem. Rep.",2005,..
"Korea, Rep.",2005,808
Kuwait,2005,..
Kyrgyz Republic,2005,189
Lao PDR,2005,1
Latvia,2005,380
Lebanon,2005,5723
Lesotho,2005,355
Liberia,2005,..
Libya,2005,10
Liechtenstein,2005,..
Lithuania,2005,534
Luxembourg,2005,1202
"Macao, China",2005,..
"Macedonia, FYR",2005,213
Madagascar,2005,16
Malawi,2005,1
Malaysia,2005,987
Maldives,2005,3
Mali,2005,155
Malta,2005,42
Marshall Islands,2005,..
Mauritania,2005,2
Mauritius,2005,215
Mayotte,2005,..
Mexico,2005,21772
"Micronesia, Fed. Sts.",2005,..
Moldova,2005,920
Monaco,2005,..
Mongolia,2005,202
Morocco,2005,4724
Mozambique,2005,57
Myanmar,2005,117
Namibia,2005,16
Nepal,2005,1211
Netherlands,2005,2227
Netherlands Antilles,2005,5
New Caledonia,2005,..
New Zealand,2005,1280
Nicaragua,2005,600
Niger,2005,25.5
Nigeria,2005,2272.7
Norway,2005,429
Oman,2005,39
Pakistan,2005,4280
Palau,2005,..
Panama,2005,126
Papua New Guinea,2005,6
Paraguay,2005,268
Peru,2005,1440
Philippines,2005,13566
Poland,2005,3547
Portugal,2005,3017
Puerto Rico,2005,..
Qatar,2005,..
Romania,2005,4466
Russian Federation,2005,3117
Rwanda,2005,9
Samoa,2005,1
San Marino,2005,..
Sao Tome and Principe,2005,1
Saudi Arabia,2005,..
Senegal,2005,511
Serbia and Montenegro,2005,4650
Seychelles,2005,11
Sierra Leone,2005,2
Singapore,2005,..
Slovak Republic,2005,424
Slovenia,2005,278
Solomon Islands,2005,2
Somalia,2005,..
South Africa,2005,658
Spain,2005,7927
Sri Lanka,2005,1589.6
St. Kitts and Nevis,2005,3
St. Lucia,2005,4
St. Vincent and the Grenadines,2005,4
Sudan,2005,1016
Suriname,2005,9
Swaziland,2005,89
Sweden,2005,630
Switzerland,2005,1910
Syrian Arab Republic,2005,855
Tajikistan,2005,466
Tanzania,2005,16
Thailand,2005,1187
Timor-Leste,2005,..
Togo,2005,148
Tonga,2005,66
Trinidad and Tobago,2005,87
Tunisia,2005,1393
Turkey,2005,851
Turkmenistan,2005,..
Uganda,2005,642
Ukraine,2005,595
United Arab Emirates,2005,..
United Kingdom,2005,6722
United States,2005,2924
Uruguay,2005,78
Uzbekistan,2005,..
Vanuatu,2005,11
"Venezuela, RB",2005,148
Vietnam,2005,3200
Virgin Islands (U.S.),2005,..
West Bank and Gaza,2005,692
"Yemen, Rep.",2005,1283
Zambia,2005,..
Zimbabwe,2005,..
Afghanistan,2006,..
Albania,2006,1434.568966
Algeria,2006,2527
American Samoa,2006,..
Andorra,2006,..
Angola,2006,..
Antigua and Barbuda,2006,11
Argentina,2006,412
Armenia,2006,1175
Aruba,2006,12
Australia,2006,2858
Austria,2006,2941
Azerbaijan,2006,693
"Bahamas, The",2006,..
Bahrain,2006,..
Bangladesh,2006,4810
Barbados,2006,109
Belarus,2006,330
Belgium,2006,7158
Belize,2006,25
Benin,2006,55.4
Bermuda,2006,..
Bhutan,2006,..
Bolivia,2006,338
Bosnia and Herzegovina,2006,1849.013594
Botswana,2006,39
Brazil,2006,3540
Brunei,2006,..
Bulgaria,2006,2037
Burkina Faso,2006,50
Burundi,2006,0.041783615
Cambodia,2006,225.4791432
Cameroon,2006,11
Canada,2006,..
Cape Verde,2006,92
Cayman Islands,2006,..
Central African Republic,2006,..
Chad,2006,..
Chile,2006,3
China,2006,22492
Colombia,2006,3509.62884
Comoros,2006,12
"Congo, Dem. Rep.",2006,..
"Congo, Rep.",2006,11
Costa Rica,2006,421
Cote d'Ivoire,2006,148
Croatia,2006,1223.000819
Cuba,2006,..
Cyprus,2006,187
Czech Republic,2006,1280.060644
Denmark,2006,1075
Djibouti,2006,..
Dominica,2006,4
Dominican Republic,2006,2914.834066
Ecuador,2006,1748.654825
"Egypt, Arab Rep.",2006,3341
El Salvador,2006,3123.595944
Equatorial Guinea,2006,..
Eritrea,2006,..
Estonia,2006,265
Ethiopia,2006,134
Faeroe Islands,2006,..
Fiji,2006,24
Finland,2006,606
France,2006,12742
French Polynesia,2006,..
Gabon,2006,6
"Gambia, The",2006,8
Georgia,2006,395.1023102
Germany,2006,6542
Ghana,2006,119.5243902
Greece,2006,1220
Greenland,2006,..
Grenada,2006,23
Guam,2006,..
Guatemala,2006,3438.5
Guinea,2006,42
Guinea-Bissau,2006,23
Guyana,2006,100
Haiti,2006,964.1107306
Honduras,2006,2400
"Hong Kong, China",2006,240
Hungary,2006,300
Iceland,2006,88
India,2006,23548
Indonesia,2006,1865
"Iran, Islamic Rep.",2006,1032
Iraq,2006,..
Ireland,2006,365
Israel,2006,402
Italy,2006,2398
Jamaica,2006,1958.652578
Japan,2006,1080
Jordan,2006,2681.252681
Kazakhstan,2006,185.4850299
Kenya,2006,494.34
Kiribati,2006,7
"Korea, Dem. Rep.",2006,..
"Korea, Rep.",2006,808
Kuwait,2006,..
Kyrgyz Republic,2006,189
Lao PDR,2006,1
Latvia,2006,380
Lebanon,2006,5723
Lesotho,2006,355
Liberia,2006,..
Libya,2006,10
Liechtenstein,2006,..
Lithuania,2006,534
Luxembourg,2006,1202
"Macao, China",2006,..
"Macedonia, FYR",2006,213
Madagascar,2006,16
Malawi,2006,1
Malaysia,2006,987
Maldives,2006,3
Mali,2006,155
Malta,2006,42
Marshall Islands,2006,..
Mauritania,2006,2
Mauritius,2006,215
Mayotte,2006,..
Mexico,2006,25037.8
"Micronesia, Fed. Sts.",2006,..
Moldova,2006,1200.567376
Monaco,2006,..
Mongolia,2006,202
Morocco,2006,5196.4
Mozambique,2006,57
Myanmar,2006,117
Namibia,2006,16
Nepal,2006,1211
Netherlands,2006,2227
Netherlands Antilles,2006,5
New Caledonia,2006,..
New Zealand,2006,1280
Nicaragua,2006,693.6416185
Niger,2006,25.5
Nigeria,2006,2272.7
Norway,2006,429
Oman,2006,39
Pakistan,2006,4600
Palau,2006,..
Panama,2006,151.2
Papua New Guinea,2006,6
Paraguay,2006,301.7815126
Peru,2006,1846.482636
Philippines,2006,14922.6
Poland,2006,3547
Portugal,2006,3017
Puerto Rico,2006,..
Qatar,2006,..
Romania,2006,4466
Russian Federation,2006,3641.562594
Rwanda,2006,9
Samoa,2006,1
San Marino,2006,..
Sao Tome and Principe,2006,1
Saudi Arabia,2006,..
Senegal,2006,511
Serbia and Montenegro,2006,4703
Seychelles,2006,11
Sierra Leone,2006,2
Singapore,2006,..
Slovak Republic,2006,424
Slovenia,2006,278
Solomon Islands,2006,2
Somalia,2006,..
South Africa,2006,658
Spain,2006,7927
Sri Lanka,2006,1589.6
St. Kitts and Nevis,2006,3
St. Lucia,2006,4
St. Vincent and the Grenadines,2006,4
Sudan,2006,1016
Suriname,2006,9
Swaziland,2006,89
Sweden,2006,630
Switzerland,2006,1910
Syrian Arab Republic,2006,855
Tajikistan,2006,466
Tanzania,2006,16
Thailand,2006,1187
Timor-Leste,2006,..
Togo,2006,148
Tonga,2006,66
Trinidad and Tobago,2006,87
Tunisia,2006,1393
Turkey,2006,851
Turkmenistan,2006,..
Uganda,2006,642
Ukraine,2006,595
United Arab Emirates,2006,..
United Kingdom,2006,6722
United States,2006,2924
Uruguay,2006,86.91428571
Uzbekistan,2006,..
Vanuatu,2006,12.1
"Venezuela, RB",2006,148
Vietnam,2006,3200
Virgin Islands (U.S.),2006,..
West Bank and Gaza,2006,692
"Yemen, Rep.",2006,1283
Zambia,2006,..
Zimbabwe,2006,..
